"time","wallTime","source2.y","source1.y","adder.y"
0.5,0.000225419,0,0,0
0.5035,0.84451,0.482494,0.482494,0.964901
0.507,0.848511,0.485557,0.485557,0.971026
0.5105,0.852134,0.488614,0.488614,0.97714
0.514,0.855593,0.491664,0.491664,0.983242
0.5175,0.858812,0.494709,0.494709,0.989331
0.521,0.8619,0.497748,0.497748,0.995409
0.5245,0.865005,0.50078,0.50078,1.00147
0.528,0.868038,0.503807,0.503807,1.00753
0.5315,0.871094,0.506827,0.506827,1.01357
0.535,0.874119,0.509841,0.509841,1.0196
0.5385,0.876972,0.512849,0.512849,1.02561
0.542,0.879883,0.51585,0.51585,1.03162
0.5455,0.882825,0.518846,0.518846,1.03761
0.549,0.885705,0.521834,0.521834,1.04358
0.5525,0.888458,0.524817,0.524817,1.04955
0.556,0.891246,0.527793,0.527793,1.0555
0.5595,0.894046,0.530763,0.530763,1.06144
0.563,0.896509,0.533726,0.533726,1.06737
0.5665,0.898998,0.536682,0.536682,1.07328
0.57,0.901497,0.539632,0.539632,1.07918
0.5735,0.903999,0.542575,0.542575,1.08507
0.577,0.906516,0.545512,0.545512,1.09094
0.5805,0.909013,0.548442,0.548442,1.0968
0.584,0.911593,0.551365,0.551365,1.10265
0.5875,0.914104,0.554282,0.554282,1.10848
0.591,0.916606,0.557192,0.557192,1.1143
0.5945,0.919204,0.560095,0.560095,1.12011
0.598,0.921757,0.562991,0.562991,1.1259
0.6015,0.924422,0.56588,0.56588,1.13168
0.605,0.927098,0.568762,0.568762,1.13744
0.6085,0.929779,0.571637,0.571637,1.14319
0.612,0.93247,0.574506,0.574506,1.14893
0.6155,0.935244,0.577367,0.577367,1.15465
0.619,0.937994,0.580221,0.580221,1.16036
0.6225,0.94067,0.583068,0.583068,1.16605
0.626,0.943326,0.585908,0.585908,1.17173
0.6295,0.94603,0.588741,0.588741,1.1774
0.633,0.948718,0.591566,0.591566,1.18305
0.6365,0.951378,0.594384,0.594384,1.18869
0.64,0.954084,0.597195,0.597195,1.19431
0.6435,0.956772,0.599999,0.599999,1.19992
0.647,0.959476,0.602795,0.602795,1.20551
0.6505,0.962164,0.605584,0.605584,1.21109
0.654,0.964861,0.608366,0.608366,1.21665
0.6575,0.967563,0.61114,0.61114,1.2222
0.661,0.970456,0.613907,0.613907,1.22773
0.6645,0.973076,0.616666,0.616666,1.23325
0.668,0.975658,0.619417,0.619417,1.23876
0.6715,0.978347,0.622161,0.622161,1.24424
0.675,0.980996,0.624897,0.624897,1.24972
0.6785,0.983654,0.627626,0.627626,1.25517
0.682,0.986367,0.630347,0.630347,1.26062
0.6855,0.989027,0.63306,0.63306,1.26604
0.689,0.991738,0.635766,0.635766,1.27145
0.6925,0.994649,0.638463,0.638463,1.27685
0.696,0.997399,0.641153,0.641153,1.28223
0.6995,1.00019,0.643835,0.643835,1.28759
0.703,1.00297,0.646509,0.646509,1.29294
0.7065,1.00575,0.649176,0.649176,1.29827
0.71,1.00851,0.651834,0.651834,1.30359
0.7135,1.01128,0.654484,0.654484,1.30889
0.717,1.01401,0.657126,0.657126,1.31418
0.7205,1.01676,0.65976,0.65976,1.31945
0.724,1.01971,0.662387,0.662387,1.3247
0.7275,1.02259,0.665005,0.665005,1.32993
0.731,1.02537,0.667614,0.667614,1.33515
0.7345,1.02813,0.670216,0.670216,1.34036
0.738,1.03092,0.67281,0.67281,1.34555
0.7415,1.03389,0.675395,0.675395,1.35072
0.745,1.03667,0.677972,0.677972,1.35587
0.7485,1.03942,0.68054,0.68054,1.36101
0.752,1.04218,0.683101,0.683101,1.36613
0.7555,1.04517,0.685653,0.685653,1.37123
0.759,1.04792,0.688196,0.688196,1.37632
0.7625,1.05069,0.690731,0.690731,1.38139
0.766,1.05347,0.693258,0.693258,1.38644
0.7695,1.05624,0.695776,0.695776,1.39148
0.773,1.05907,0.698286,0.698286,1.3965
0.7765,1.06185,0.700787,0.700787,1.4015
0.78,1.06463,0.703279,0.703279,1.40649
0.7835,1.06739,0.705763,0.705763,1.41146
0.787,1.07014,0.708239,0.708239,1.41641
0.7905,1.07293,0.710705,0.710705,1.42134
0.794,1.0757,0.713163,0.713163,1.42626
0.7975,1.07845,0.715612,0.715612,1.43115
0.801,1.08121,0.718052,0.718052,1.43604
0.8045,1.08398,0.720484,0.720484,1.4409
0.808,1.08671,0.722907,0.722907,1.44574
0.8115,1.08948,0.725321,0.725321,1.45057
0.815,1.09228,0.727726,0.727726,1.45538
0.8185,1.09505,0.730122,0.730122,1.46018
0.822,1.0978,0.732509,0.732509,1.46495
0.8255,1.10058,0.734887,0.734887,1.46971
0.829,1.10337,0.737256,0.737256,1.47444
0.8325,1.10614,0.739616,0.739616,1.47917
0.836,1.1089,0.741967,0.741967,1.48387
0.8395,1.11173,0.744309,0.744309,1.48855
0.843,1.1145,0.746642,0.746642,1.49322
0.8465,1.11729,0.748966,0.748966,1.49787
0.85,1.1201,0.75128,0.75128,1.50249
0.8535,1.12287,0.753586,0.753586,1.50711
0.857,1.12565,0.755882,0.755882,1.5117
0.8605,1.12844,0.758169,0.758169,1.51627
0.864,1.13119,0.760446,0.760446,1.52083
0.8675,1.13395,0.762714,0.762714,1.52536
0.871,1.13674,0.764973,0.764973,1.52988
0.8745,1.13954,0.767223,0.767223,1.53438
0.878,1.14235,0.769463,0.769463,1.53886
0.8815,1.1451,0.771694,0.771694,1.54332
0.885,1.14788,0.773915,0.773915,1.54777
0.8885,1.15066,0.776127,0.776127,1.55219
0.892,1.15346,0.778329,0.778329,1.5566
0.8955,1.15627,0.780522,0.780522,1.56098
0.899,1.15906,0.782705,0.782705,1.56535
0.9025,1.16182,0.784878,0.784878,1.5697
0.906,1.16459,0.787042,0.787042,1.57402
0.9095,1.16738,0.789197,0.789197,1.57833
0.913,1.17019,0.791341,0.791341,1.58262
0.9165,1.17293,0.793476,0.793476,1.58689
0.92,1.17572,0.795602,0.795602,1.59114
0.9235,1.17851,0.797717,0.797717,1.59537
0.927,1.18133,0.799823,0.799823,1.59959
0.9305,1.18409,0.801919,0.801919,1.60378
0.934,1.18685,0.804005,0.804005,1.60795
0.9375,1.1896,0.806081,0.806081,1.6121
0.941,1.19242,0.808147,0.808147,1.61624
0.9445,1.1952,0.810204,0.810204,1.62035
0.948,1.19799,0.812251,0.812251,1.62444
0.9515,1.20078,0.814287,0.814287,1.62852
0.955,1.20355,0.816314,0.816314,1.63257
0.9585,1.20634,0.81833,0.81833,1.6366
0.962,1.2091,0.820337,0.820337,1.64062
0.9655,1.21189,0.822334,0.822334,1.64461
0.969,1.21469,0.82432,0.82432,1.64858
0.9725,1.21748,0.826296,0.826296,1.65254
0.976,1.22024,0.828263,0.828263,1.65647
0.9795,1.223,0.830219,0.830219,1.66038
0.983,1.22581,0.832165,0.832165,1.66427
0.9865,1.2286,0.8341,0.8341,1.66815
0.99,1.23138,0.836026,0.836026,1.672
0.9935,1.23414,0.837941,0.837941,1.67583
0.997,1.23691,0.839846,0.839846,1.67964
1.0005,1.23964,0.841741,0.841741,1.68343
1.004,1.24238,0.843625,0.843625,1.6872
1.0075,1.24511,0.8455,0.8455,1.69095
1.011,1.24785,0.847363,0.847363,1.69467
1.0145,1.25061,0.849217,0.849217,1.69838
1.018,1.25346,0.85106,0.85106,1.70207
1.0215,1.25622,0.852892,0.852892,1.70573
1.025,1.2589,0.854714,0.854714,1.70938
1.0285,1.26166,0.856526,0.856526,1.713
1.032,1.2644,0.858327,0.858327,1.7166
1.0355,1.26715,0.860118,0.860118,1.72018
1.039,1.26993,0.861898,0.861898,1.72374
1.0425,1.27267,0.863667,0.863667,1.72728
1.046,1.27541,0.865426,0.865426,1.7308
1.0495,1.27813,0.867174,0.867174,1.7343
1.053,1.28093,0.868912,0.868912,1.73777
1.0565,1.28369,0.870639,0.870639,1.74123
1.06,1.28644,0.872355,0.872355,1.74466
1.0635,1.28924,0.874061,0.874061,1.74807
1.067,1.29115,0.875756,0.875756,1.75146
1.0705,1.29373,0.87744,0.87744,1.75483
1.074,1.29644,0.879114,0.879114,1.75818
1.0775,1.2992,0.880777,0.880777,1.76151
1.081,1.30195,0.882429,0.882429,1.76481
1.0845,1.30468,0.88407,0.88407,1.76809
1.088,1.30739,0.8857,0.8857,1.77135
1.0915,1.31014,0.88732,0.88732,1.77459
1.095,1.3129,0.888928,0.888928,1.77781
1.0985,1.3156,0.890526,0.890526,1.78101
1.102,1.31835,0.892113,0.892113,1.78418
1.1055,1.32107,0.893689,0.893689,1.78733
1.109,1.32378,0.895254,0.895254,1.79046
1.1125,1.32648,0.896808,0.896808,1.79357
1.116,1.32921,0.898351,0.898351,1.79666
1.1195,1.33196,0.899882,0.899882,1.79972
1.123,1.33434,0.901403,0.901403,1.80276
1.1265,1.33626,0.902913,0.902913,1.80578
1.13,1.33816,0.904412,0.904412,1.80878
1.1335,1.34009,0.9059,0.9059,1.81176
1.137,1.34201,0.907377,0.907377,1.81471
1.1405,1.34393,0.908842,0.908842,1.81764
1.144,1.34586,0.910297,0.910297,1.82055
1.1475,1.3478,0.91174,0.91174,1.82344
1.151,1.34972,0.913172,0.913172,1.8263
1.1545,1.35163,0.914593,0.914593,1.82915
1.158,1.35354,0.916003,0.916003,1.83197
1.1615,1.35546,0.917401,0.917401,1.83476
1.165,1.35737,0.918788,0.918788,1.83754
1.1685,1.35932,0.920164,0.920164,1.84029
1.172,1.362,0.921529,0.921529,1.84302
1.1755,1.36481,0.922882,0.922882,1.84573
1.179,1.3676,0.924225,0.924225,1.84841
1.1825,1.37044,0.925555,0.925555,1.85107
1.186,1.3732,0.926875,0.926875,1.85371
1.1895,1.37604,0.928183,0.928183,1.85633
1.193,1.37893,0.92948,0.92948,1.85892
1.1965,1.38169,0.930765,0.930765,1.86149
1.2,1.3844,0.932039,0.932039,1.86404
1.2035,1.38712,0.933302,0.933302,1.86657
1.207,1.38982,0.934553,0.934553,1.86907
1.2105,1.39255,0.935792,0.935792,1.87155
1.214,1.39525,0.937021,0.937021,1.87401
1.2175,1.39797,0.938237,0.938237,1.87644
1.221,1.40067,0.939443,0.939443,1.87885
1.2245,1.40339,0.940636,0.940636,1.88124
1.228,1.4061,0.941818,0.941818,1.8836
1.2315,1.4088,0.942989,0.942989,1.88594
1.235,1.41153,0.944148,0.944148,1.88826
1.2385,1.41426,0.945296,0.945296,1.89056
1.242,1.41701,0.946432,0.946432,1.89283
1.2455,1.4197,0.947556,0.947556,1.89508
1.249,1.42244,0.948669,0.948669,1.89731
1.2525,1.42513,0.94977,0.94977,1.89951
1.256,1.42784,0.950859,0.950859,1.90169
1.2595,1.43061,0.951937,0.951937,1.90384
1.263,1.43313,0.953004,0.953004,1.90598
1.2665,1.4358,0.954058,0.954058,1.90809
1.27,1.43855,0.955101,0.955101,1.91017
1.2735,1.4413,0.956132,0.956132,1.91223
1.277,1.444,0.957151,0.957151,1.91427
1.2805,1.44668,0.958159,0.958159,1.91629
1.284,1.44941,0.959155,0.959155,1.91828
1.2875,1.45212,0.960139,0.960139,1.92025
1.291,1.45482,0.961112,0.961112,1.9222
1.2945,1.45757,0.962072,0.962072,1.92412
1.298,1.46031,0.963021,0.963021,1.92602
1.3015,1.46302,0.963958,0.963958,1.92789
1.305,1.46576,0.964884,0.964884,1.92974
1.3085,1.46849,0.965797,0.965797,1.93157
1.312,1.47119,0.966699,0.966699,1.93337
1.3155,1.4739,0.967589,0.967589,1.93515
1.319,1.4766,0.968466,0.968466,1.93691
1.3225,1.47928,0.969333,0.969333,1.93864
1.326,1.48204,0.970187,0.970187,1.94035
1.3295,1.48476,0.971029,0.971029,1.94203
1.333,1.48748,0.971859,0.971859,1.9437
1.3365,1.49023,0.972678,0.972678,1.94533
1.34,1.49293,0.973485,0.973485,1.94695
1.3435,1.49566,0.974279,0.974279,1.94854
1.347,1.49853,0.975062,0.975062,1.9501
1.3505,1.50125,0.975833,0.975833,1.95164
1.354,1.50394,0.976592,0.976592,1.95316
1.3575,1.5067,0.977338,0.977338,1.95466
1.361,1.50922,0.978073,0.978073,1.95613
1.3645,1.51114,0.978796,0.978796,1.95757
1.368,1.51301,0.979507,0.979507,1.95899
1.3715,1.51491,0.980206,0.980206,1.96039
1.375,1.51718,0.980893,0.980893,1.96177
1.3785,1.51991,0.981568,0.981568,1.96312
1.382,1.52251,0.982231,0.982231,1.96444
1.3855,1.52456,0.982882,0.982882,1.96574
1.389,1.52646,0.983521,0.983521,1.96702
1.3925,1.52847,0.984147,0.984147,1.96828
1.396,1.53067,0.984762,0.984762,1.96951
1.3995,1.53334,0.985365,0.985365,1.97071
1.403,1.53668,0.985955,0.985955,1.97189
1.4065,1.5399,0.986534,0.986534,1.97305
1.41,1.54211,0.9871,0.9871,1.97418
1.4135,1.54404,0.987654,0.987654,1.97529
1.417,1.54594,0.988197,0.988197,1.97638
1.4205,1.54802,0.988727,0.988727,1.97744
1.424,1.55001,0.989245,0.989245,1.97847
1.4275,1.55191,0.989751,0.989751,1.97949
1.431,1.55382,0.990244,0.990244,1.98047
1.4345,1.55572,0.990726,0.990726,1.98144
1.438,1.55767,0.991196,0.991196,1.98238
1.4415,1.55961,0.991653,0.991653,1.98329
1.445,1.56151,0.992098,0.992098,1.98418
1.4485,1.56345,0.992531,0.992531,1.98505
1.452,1.56538,0.992952,0.992952,1.98589
1.4555,1.5673,0.993361,0.993361,1.98671
1.459,1.56923,0.993757,0.993757,1.9875
1.4625,1.57115,0.994142,0.994142,1.98827
1.466,1.5731,0.994514,0.994514,1.98902
1.4695,1.57502,0.994874,0.994874,1.98974
1.473,1.57696,0.995222,0.995222,1.99043
1.4765,1.57889,0.995557,0.995557,1.99111
1.48,1.58081,0.995881,0.995881,1.99175
1.4835,1.58273,0.996192,0.996192,1.99238
1.487,1.58466,0.996491,0.996491,1.99297
1.4905,1.58674,0.996778,0.996778,1.99355
1.494,1.58884,0.997053,0.997053,1.9941
1.4975,1.59081,0.997315,0.997315,1.99462
1.501,1.59314,0.997565,0.997565,1.99512
1.5045,1.59548,0.997803,0.997803,1.9956
1.508,1.5978,0.998029,0.998029,1.99605
1.5115,1.60016,0.998242,0.998242,1.99648
1.515,1.60254,0.998444,0.998444,1.99688
1.5185,1.60493,0.998633,0.998633,1.99726
1.522,1.60735,0.99881,0.99881,1.99761
1.5255,1.60976,0.998974,0.998974,1.99794
1.529,1.61218,0.999127,0.999127,1.99825
1.5325,1.61456,0.999267,0.999267,1.99853
1.536,1.61697,0.999395,0.999395,1.99879
1.5395,1.61938,0.99951,0.99951,1.99902
1.543,1.62179,0.999614,0.999614,1.99922
1.5465,1.62422,0.999705,0.999705,1.99941
1.55,1.62661,0.999784,0.999784,1.99957
1.5535,1.62899,0.99985,0.99985,1.9997
1.557,1.63142,0.999905,0.999905,1.99981
1.5605,1.63382,0.999947,0.999947,1.99989
1.564,1.63621,0.999977,0.999977,1.99995
1.5675,1.63847,0.999995,0.999995,1.99999
1.571,1.64043,1,1,2
1.5745,1.64229,0.999993,0.999993,1.99999
1.578,1.64417,0.999974,0.999974,1.99995
1.5815,1.64603,0.999943,0.999943,1.99989
1.585,1.64794,0.999899,0.999899,1.9998
1.5885,1.64982,0.999843,0.999843,1.99969
1.592,1.65172,0.999775,0.999775,1.99955
1.5955,1.6536,0.999695,0.999695,1.99939
1.599,1.65548,0.999602,0.999602,1.99921
1.6025,1.65737,0.999497,0.999497,1.999
1.606,1.65927,0.99938,0.99938,1.99876
1.6095,1.66113,0.999251,0.999251,1.99851
1.613,1.66303,0.99911,0.99911,1.99822
1.6165,1.66492,0.998956,0.998956,1.99792
1.62,1.66681,0.99879,0.99879,1.99758
1.6235,1.66867,0.998611,0.998611,1.99723
1.627,1.67053,0.998421,0.998421,1.99685
1.6305,1.67242,0.998218,0.998218,1.99644
1.634,1.6743,0.998003,0.998003,1.99601
1.6375,1.67613,0.997776,0.997776,1.99556
1.641,1.678,0.997537,0.997537,1.99508
1.6445,1.67989,0.997285,0.997285,1.99458
1.648,1.68176,0.997021,0.997021,1.99405
1.6515,1.68364,0.996745,0.996745,1.9935
1.655,1.6855,0.996457,0.996457,1.99292
1.6585,1.68739,0.996156,0.996156,1.99232
1.662,1.68929,0.995844,0.995844,1.9917
1.6655,1.69117,0.995519,0.995519,1.99105
1.669,1.69304,0.995182,0.995182,1.99037
1.6725,1.69493,0.994833,0.994833,1.98968
1.676,1.69682,0.994471,0.994471,1.98895
1.6795,1.69871,0.994098,0.994098,1.98821
1.683,1.7006,0.993712,0.993712,1.98743
1.6865,1.70249,0.993314,0.993314,1.98664
1.69,1.70442,0.992904,0.992904,1.98582
1.6935,1.70634,0.992481,0.992481,1.98497
1.697,1.70874,0.992047,0.992047,1.98411
1.7005,1.71107,0.9916,0.9916,1.98321
1.704,1.71304,0.991142,0.991142,1.9823
1.7075,1.71505,0.990671,0.990671,1.98135
1.711,1.71693,0.990188,0.990188,1.98039
1.7145,1.71884,0.989692,0.989692,1.9794
1.718,1.72158,0.989185,0.989185,1.97838
1.7215,1.72418,0.988666,0.988666,1.97735
1.725,1.72676,0.988134,0.988134,1.97628
1.7285,1.72934,0.987591,0.987591,1.9752
1.732,1.73191,0.987035,0.987035,1.97409
1.7355,1.73446,0.986467,0.986467,1.97295
1.739,1.73703,0.985887,0.985887,1.97179
1.7425,1.73961,0.985295,0.985295,1.97061
1.746,1.74217,0.984691,0.984691,1.9694
1.7495,1.74475,0.984075,0.984075,1.96817
1.753,1.74734,0.983447,0.983447,1.96691
1.7565,1.74992,0.982807,0.982807,1.96563
1.76,1.75247,0.982154,0.982154,1.96433
1.7635,1.75505,0.98149,0.98149,1.963
1.767,1.75762,0.980814,0.980814,1.96165
1.7705,1.76019,0.980125,0.980125,1.96027
1.774,1.76275,0.979425,0.979425,1.95887
1.7775,1.76532,0.978713,0.978713,1.95745
1.781,1.76792,0.977988,0.977988,1.956
1.7845,1.77053,0.977252,0.977252,1.95453
1.788,1.7731,0.976504,0.976504,1.95303
1.7915,1.77571,0.975744,0.975744,1.95151
1.795,1.7783,0.974971,0.974971,1.94997
1.7985,1.78088,0.974187,0.974187,1.9484
1.802,1.78344,0.973391,0.973391,1.94681
1.8055,1.78604,0.972583,0.972583,1.94519
1.809,1.78849,0.971763,0.971763,1.94355
1.8125,1.79035,0.970932,0.970932,1.94189
1.816,1.79222,0.970088,0.970088,1.9402
1.8195,1.79408,0.969232,0.969232,1.93849
1.823,1.79596,0.968365,0.968365,1.93675
1.8265,1.7978,0.967486,0.967486,1.935
1.83,1.7997,0.966594,0.966594,1.93321
1.8335,1.80155,0.965691,0.965691,1.93141
1.837,1.80341,0.964777,0.964777,1.92958
1.8405,1.80529,0.96385,0.96385,1.92773
1.844,1.80711,0.962911,0.962911,1.92585
1.8475,1.80897,0.961961,0.961961,1.92395
1.851,1.81084,0.960999,0.960999,1.92203
1.8545,1.8127,0.960025,0.960025,1.92008
1.858,1.8146,0.95904,0.95904,1.91811
1.8615,1.81646,0.958042,0.958042,1.91611
1.865,1.81833,0.957033,0.957033,1.9141
1.8685,1.82022,0.956013,0.956013,1.91205
1.872,1.82209,0.95498,0.95498,1.90999
1.8755,1.82394,0.953936,0.953936,1.9079
1.879,1.82578,0.95288,0.95288,1.90579
1.8825,1.82765,0.951812,0.951812,1.90366
1.886,1.82952,0.950733,0.950733,1.9015
1.8895,1.83202,0.949642,0.949642,1.89932
1.893,1.83468,0.94854,0.94854,1.89711
1.8965,1.8373,0.947426,0.947426,1.89488
1.9,1.83996,0.9463,0.9463,1.89263
1.9035,1.84276,0.945163,0.945163,1.89036
1.907,1.84555,0.944014,0.944014,1.88806
1.9105,1.84828,0.942853,0.942853,1.88574
1.914,1.85103,0.941681,0.941681,1.8834
1.9175,1.85375,0.940498,0.940498,1.88103
1.921,1.85649,0.939303,0.939303,1.87864
1.9245,1.8592,0.938096,0.938096,1.87623
1.928,1.86188,0.936878,0.936878,1.87379
1.9315,1.86458,0.935649,0.935649,1.87133
1.935,1.86728,0.934408,0.934408,1.86885
1.9385,1.86996,0.933155,0.933155,1.86635
1.942,1.87265,0.931891,0.931891,1.86382
1.9455,1.87537,0.930616,0.930616,1.86127
1.949,1.87805,0.929329,0.929329,1.8587
1.9525,1.88072,0.928031,0.928031,1.8561
1.956,1.88343,0.926722,0.926722,1.85348
1.9595,1.88615,0.925401,0.925401,1.85084
1.963,1.88883,0.924069,0.924069,1.84818
1.9665,1.89153,0.922726,0.922726,1.84549
1.97,1.89425,0.921371,0.921371,1.84278
1.9735,1.89616,0.920005,0.920005,1.84005
1.977,1.89802,0.918627,0.918627,1.83729
1.9805,1.89989,0.917239,0.917239,1.83452
1.984,1.90177,0.915839,0.915839,1.83172
1.9875,1.90366,0.914428,0.914428,1.8289
1.991,1.90555,0.913006,0.913006,1.82605
1.9945,1.90742,0.911572,0.911572,1.82319
1.998,1.90928,0.910128,0.910128,1.8203
2.0015,1.91115,0.908672,0.908672,1.81739
2.005,1.91304,0.907205,0.907205,1.81445
2.0085,1.9149,0.905727,0.905727,1.8115
2.012,1.91677,0.904238,0.904238,1.80852
2.0155,1.91863,0.902738,0.902738,1.80552
2.019,1.92048,0.901227,0.901227,1.8025
2.0225,1.92236,0.899705,0.899705,1.79945
2.026,1.92423,0.898172,0.898172,1.79639
2.0295,1.92611,0.896627,0.896627,1.7933
2.033,1.92798,0.895072,0.895072,1.79019
2.0365,1.92992,0.893506,0.893506,1.78706
2.04,1.93255,0.891929,0.891929,1.7839
2.0435,1.93528,0.890341,0.890341,1.78073
2.047,1.93801,0.888742,0.888742,1.77753
2.0505,1.94072,0.887132,0.887132,1.77431
2.054,1.94289,0.885511,0.885511,1.77107
2.0575,1.94478,0.883879,0.883879,1.76781
2.061,1.94664,0.882237,0.882237,1.76452
2.0645,1.94853,0.880584,0.880584,1.76121
2.068,1.95041,0.87892,0.87892,1.75789
2.0715,1.95243,0.877245,0.877245,1.75454
2.075,1.95449,0.875559,0.875559,1.75117
2.0785,1.95653,0.873863,0.873863,1.74778
2.082,1.95861,0.872156,0.872156,1.74436
2.0855,1.96114,0.870439,0.870439,1.74093
2.089,1.96314,0.86871,0.86871,1.73747
2.0925,1.96503,0.866971,0.866971,1.73399
2.096,1.9669,0.865222,0.865222,1.73049
2.0995,1.96878,0.863462,0.863462,1.72697
2.103,1.97065,0.861691,0.861691,1.72343
2.1065,1.97253,0.85991,0.85991,1.71987
2.11,1.97441,0.858118,0.858118,1.71629
2.1135,1.97626,0.856315,0.856315,1.71268
2.117,1.97811,0.854503,0.854503,1.70906
2.1205,1.98,0.852679,0.852679,1.70541
2.124,1.98186,0.850846,0.850846,1.70174
2.1275,1.98374,0.849001,0.849001,1.69806
2.131,1.986,0.847147,0.847147,1.69435
2.1345,1.98793,0.845282,0.845282,1.69062
2.138,1.98981,0.843407,0.843407,1.68687
2.1415,1.99167,0.841521,0.841521,1.6831
2.145,1.99355,0.839625,0.839625,1.6793
2.1485,1.99544,0.837719,0.837719,1.67549
2.152,1.99733,0.835802,0.835802,1.67166
2.1555,1.99921,0.833876,0.833876,1.66781
2.159,2.00125,0.831939,0.831939,1.66393
2.1625,2.00347,0.829992,0.829992,1.66004
2.166,2.00559,0.828034,0.828034,1.65612
2.1695,2.00785,0.826067,0.826067,1.65219
2.173,2.01014,0.824089,0.824089,1.64824
2.1765,2.01237,0.822102,0.822102,1.64426
2.18,2.01467,0.820104,0.820104,1.64027
2.1835,2.01698,0.818096,0.818096,1.63625
2.187,2.01937,0.816078,0.816078,1.63221
2.1905,2.02169,0.814051,0.814051,1.62816
2.194,2.02389,0.812013,0.812013,1.62408
2.1975,2.0262,0.809965,0.809965,1.61999
2.201,2.02881,0.807907,0.807907,1.61587
2.2045,2.03214,0.80584,0.80584,1.61174
2.208,2.03542,0.803763,0.803763,1.60758
2.2115,2.03866,0.801675,0.801675,1.60341
2.215,2.04198,0.799578,0.799578,1.59922
2.2185,2.04517,0.797471,0.797471,1.595
2.222,2.04844,0.795355,0.795355,1.59077
2.2255,2.05176,0.793228,0.793228,1.58652
2.229,2.05447,0.791092,0.791092,1.58225
2.2325,2.05704,0.788947,0.788947,1.57795
2.236,2.05928,0.786791,0.786791,1.57364
2.2395,2.06133,0.784626,0.784626,1.56931
2.243,2.06422,0.782451,0.782451,1.56496
2.2465,2.06669,0.780267,0.780267,1.5606
2.25,2.06872,0.778073,0.778073,1.55621
2.2535,2.07078,0.77587,0.77587,1.5518
2.257,2.07277,0.773657,0.773657,1.54738
2.2605,2.07465,0.771435,0.771435,1.54293
2.264,2.07657,0.769203,0.769203,1.53847
2.2675,2.07842,0.766962,0.766962,1.53399
2.271,2.08034,0.764711,0.764711,1.52949
2.2745,2.08226,0.762451,0.762451,1.52497
2.278,2.08415,0.760182,0.760182,1.52043
2.2815,2.08637,0.757903,0.757903,1.51587
2.285,2.08911,0.755615,0.755615,1.5113
2.2885,2.09182,0.753318,0.753318,1.5067
2.292,2.09401,0.751012,0.751012,1.50209
2.2955,2.09588,0.748696,0.748696,1.49746
