"time","wallTime","source2.y","source1.y","adder.y"
2.299,2.09772,0.746371,0.746371,1.49281
2.3025,2.09957,0.744037,0.744037,1.48814
2.306,2.10143,0.741694,0.741694,1.48346
2.3095,2.1033,0.739342,0.739342,1.47875
2.313,2.10516,0.736981,0.736981,1.47403
2.3165,2.10703,0.734611,0.734611,1.46929
2.32,2.10889,0.732231,0.732231,1.46453
2.3235,2.11074,0.729843,0.729843,1.45975
2.327,2.11259,0.727446,0.727446,1.45496
2.3305,2.11444,0.72504,0.72504,1.45015
2.334,2.11631,0.722625,0.722625,1.44532
2.3375,2.11816,0.720201,0.720201,1.44047
2.341,2.12001,0.717769,0.717769,1.43561
2.3445,2.12186,0.715327,0.715327,1.43072
2.348,2.12376,0.712877,0.712877,1.42582
2.3515,2.12561,0.710418,0.710418,1.42091
2.355,2.12748,0.707951,0.707951,1.41597
2.3585,2.12933,0.705475,0.705475,1.41102
2.362,2.13123,0.70299,0.70299,1.40605
2.3655,2.1331,0.700496,0.700496,1.40106
2.369,2.13516,0.697994,0.697994,1.39606
2.3725,2.13812,0.695484,0.695484,1.39104
2.376,2.14106,0.692964,0.692964,1.386
2.3795,2.14377,0.690437,0.690437,1.38095
2.383,2.1465,0.687901,0.687901,1.37587
2.3865,2.1492,0.685356,0.685356,1.37079
2.39,2.15194,0.682803,0.682803,1.36568
2.3935,2.1547,0.680242,0.680242,1.36056
2.397,2.15743,0.677672,0.677672,1.35542
2.4005,2.1602,0.675094,0.675094,1.35026
2.404,2.16296,0.672508,0.672508,1.34509
2.4075,2.16565,0.669914,0.669914,1.3399
2.411,2.16844,0.667311,0.667311,1.3347
2.4145,2.17118,0.6647,0.6647,1.32948
2.418,2.17394,0.662081,0.662081,1.32424
2.4215,2.17595,0.659454,0.659454,1.31898
2.425,2.17781,0.656819,0.656819,1.31371
2.4285,2.17969,0.654176,0.654176,1.30843
2.432,2.18156,0.651525,0.651525,1.30313
2.4355,2.18342,0.648866,0.648866,1.29781
2.439,2.18526,0.646198,0.646198,1.29247
2.4425,2.18713,0.643523,0.643523,1.28712
2.446,2.18898,0.640841,0.640841,1.28176
2.4495,2.19087,0.63815,0.63815,1.27638
2.453,2.19275,0.635451,0.635451,1.27098
2.4565,2.19464,0.632745,0.632745,1.26557
2.46,2.19654,0.630031,0.630031,1.26014
2.4635,2.19849,0.627309,0.627309,1.2547
2.467,2.20036,0.624579,0.624579,1.24924
2.4705,2.20226,0.621842,0.621842,1.24376
2.474,2.20415,0.619097,0.619097,1.23827
2.4775,2.20604,0.616345,0.616345,1.23277
2.481,2.20792,0.613585,0.613585,1.22725
2.4845,2.2098,0.610817,0.610817,1.22171
2.488,2.21165,0.608043,0.608043,1.21616
2.4915,2.21352,0.60526,0.60526,1.2106
2.495,2.21543,0.60247,0.60247,1.20502
2.4985,2.21732,0.599673,0.599673,1.19943
2.502,2.21922,0.596869,0.596869,1.19382
2.5055,2.2211,0.594057,0.594057,1.18819
2.509,2.223,0.591238,0.591238,1.18256
2.5125,2.22487,0.588411,0.588411,1.1769
2.516,2.2268,0.585578,0.585578,1.17124
2.5195,2.22872,0.582737,0.582737,1.16556
2.523,2.23065,0.579889,0.579889,1.15986
2.5265,2.23254,0.577034,0.577034,1.15415
2.53,2.23445,0.574172,0.574172,1.14843
2.5335,2.23635,0.571303,0.571303,1.14269
2.537,2.23822,0.568427,0.568427,1.13694
2.5405,2.24011,0.565544,0.565544,1.13117
2.544,2.24198,0.562654,0.562654,1.12539
2.5475,2.24387,0.559757,0.559757,1.1196
2.551,2.24577,0.556853,0.556853,1.11379
2.5545,2.24768,0.553943,0.553943,1.10797
2.558,2.24957,0.551026,0.551026,1.10213
2.5615,2.25147,0.548101,0.548101,1.09629
2.565,2.25337,0.545171,0.545171,1.09043
2.5685,2.25525,0.542233,0.542233,1.08455
2.572,2.25712,0.539289,0.539289,1.07866
2.5755,2.259,0.536338,0.536338,1.07276
2.579,2.26084,0.533381,0.533381,1.06685
2.5825,2.26273,0.530417,0.530417,1.06092
2.586,2.26463,0.527447,0.527447,1.05498
2.5895,2.26654,0.52447,0.52447,1.04903
2.593,2.26838,0.521487,0.521487,1.04306
2.5965,2.27024,0.518497,0.518497,1.03708
2.6,2.27217,0.515501,0.515501,1.03109
2.6035,2.27405,0.512499,0.512499,1.02508
2.607,2.27591,0.509491,0.509491,1.01907
2.6105,2.27779,0.506476,0.506476,1.01304
2.614,2.27968,0.503455,0.503455,1.007
2.6175,2.2816,0.500428,0.500428,1.00094
2.621,2.2835,0.497394,0.497394,0.994875
2.6245,2.28536,0.494355,0.494355,0.988797
2.628,2.28724,0.49131,0.49131,0.982706
2.6315,2.28915,0.488258,0.488258,0.976603
2.635,2.29108,0.485201,0.485201,0.970489
2.6385,2.29297,0.482137,0.482137,0.964362
2.642,2.29486,0.479068,0.479068,0.958224
2.6455,2.2968,0.475993,0.475993,0.952074
2.649,2.2987,0.472912,0.472912,0.945912
2.6525,2.30058,0.469825,0.469825,0.939739
2.656,2.30246,0.466733,0.466733,0.933554
2.6595,2.30434,0.463634,0.463634,0.927357
2.663,2.30622,0.46053,0.46053,0.92115
2.6665,2.30811,0.457421,0.457421,0.914931
2.67,2.31001,0.454306,0.454306,0.9087
2.6735,2.31189,0.451185,0.451185,0.902459
2.677,2.31378,0.448059,0.448059,0.896207
2.6805,2.31566,0.444927,0.444927,0.889943
2.684,2.31757,0.44179,0.44179,0.883669
2.6875,2.31946,0.438647,0.438647,0.877384
2.691,2.32136,0.435499,0.435499,0.871088
2.6945,2.32324,0.432346,0.432346,0.864782
2.698,2.32513,0.429187,0.429187,0.858465
2.7015,2.32709,0.426023,0.426023,0.852137
2.705,2.32914,0.422854,0.422854,0.845799
2.7085,2.331,0.41968,0.41968,0.839451
2.712,2.3329,0.416501,0.416501,0.833092
2.7155,2.33477,0.413316,0.413316,0.826723
2.719,2.33668,0.410126,0.410126,0.820344
2.7225,2.33858,0.406932,0.406932,0.813955
2.726,2.34048,0.403732,0.403732,0.807556
2.7295,2.34237,0.400528,0.400528,0.801147
2.733,2.34426,0.397318,0.397318,0.794728
2.7365,2.34616,0.394104,0.394104,0.7883
2.74,2.34804,0.390885,0.390885,0.781862
2.7435,2.34994,0.387661,0.387661,0.775414
2.747,2.35186,0.384432,0.384432,0.768957
2.7505,2.35374,0.381199,0.381199,0.76249
2.754,2.35561,0.377961,0.377961,0.756014
2.7575,2.3575,0.374718,0.374718,0.749529
2.761,2.35959,0.371471,0.371471,0.743034
2.7645,2.3619,0.368219,0.368219,0.736531
2.768,2.3642,0.364963,0.364963,0.730018
2.7715,2.36651,0.361702,0.361702,0.723497
2.775,2.36884,0.358437,0.358437,0.716967
2.7785,2.37114,0.355167,0.355167,0.710427
2.782,2.37345,0.351893,0.351893,0.70388
2.7855,2.37576,0.348615,0.348615,0.697323
2.789,2.37806,0.345332,0.345332,0.690758
2.7925,2.38039,0.342045,0.342045,0.684185
2.796,2.3827,0.338754,0.338754,0.677603
2.7995,2.38503,0.335459,0.335459,0.671013
2.803,2.38741,0.33216,0.33216,0.664414
2.8065,2.38978,0.328857,0.328857,0.657808
2.81,2.39218,0.325549,0.325549,0.651193
2.8135,2.39459,0.322238,0.322238,0.644571
2.817,2.39698,0.318923,0.318923,0.63794
2.8205,2.3994,0.315604,0.315604,0.631302
2.824,2.40176,0.312281,0.312281,0.624656
2.8275,2.40434,0.308954,0.308954,0.618002
2.831,2.40662,0.305623,0.305623,0.611341
2.8345,2.40909,0.302289,0.302289,0.604672
2.838,2.4117,0.29895,0.29895,0.597996
2.8415,2.41399,0.295609,0.295609,0.591313
2.845,2.41639,0.292263,0.292263,0.584622
2.8485,2.41877,0.288914,0.288914,0.577924
2.852,2.42119,0.285562,0.285562,0.57122
2.8555,2.42357,0.282206,0.282206,0.564508
2.859,2.42597,0.278846,0.278846,0.557789
2.8625,2.42836,0.275484,0.275484,0.551063
2.866,2.43074,0.272117,0.272117,0.544331
2.8695,2.43312,0.268748,0.268748,0.537592
2.873,2.43552,0.265375,0.265375,0.530846
2.8765,2.43807,0.261999,0.261999,0.524094
2.88,2.44082,0.258619,0.258619,0.517335
2.8835,2.44342,0.255237,0.255237,0.51057
2.887,2.44604,0.251851,0.251851,0.503799
2.8905,2.44872,0.248462,0.248462,0.497022
2.894,2.45139,0.245071,0.245071,0.490238
2.8975,2.45412,0.241676,0.241676,0.483449
2.901,2.45678,0.238278,0.238278,0.476654
2.9045,2.45946,0.234878,0.234878,0.469852
2.908,2.4616,0.231474,0.231474,0.463045
2.9115,2.46348,0.228068,0.228068,0.456233
2.915,2.46536,0.224659,0.224659,0.449415
2.9185,2.46722,0.221247,0.221247,0.442591
2.922,2.46907,0.217832,0.217832,0.435762
2.9255,2.47094,0.214415,0.214415,0.428927
2.929,2.47278,0.210995,0.210995,0.422088
2.9325,2.47463,0.207572,0.207572,0.415243
2.936,2.47648,0.204147,0.204147,0.408393
2.9395,2.47838,0.20072,0.20072,0.401538
2.943,2.48032,0.19729,0.19729,0.394678
2.9465,2.4825,0.193857,0.193857,0.387813
2.95,2.48531,0.190423,0.190423,0.380943
2.9535,2.48802,0.186986,0.186986,0.374069
2.957,2.49076,0.183546,0.183546,0.367191
2.9605,2.49383,0.180104,0.180104,0.360307
2.964,2.49672,0.176661,0.176661,0.35342
2.9675,2.49965,0.173215,0.173215,0.346528
2.971,2.50264,0.169766,0.169766,0.339631
2.9745,2.50562,0.166316,0.166316,0.332731
2.978,2.50859,0.162864,0.162864,0.325827
2.9815,2.51154,0.15941,0.15941,0.318918
2.985,2.51446,0.155953,0.155953,0.312006
2.9885,2.5174,0.152495,0.152495,0.30509
2.992,2.52032,0.149035,0.149035,0.29817
2.9955,2.52325,0.145574,0.145574,0.291246
2.999,2.52621,0.14211,0.14211,0.284319
3.0025,2.52916,0.138645,0.138645,0.277388
3.006,2.5321,0.135178,0.135178,0.270454
3.0095,2.53505,0.131709,0.131709,0.263517
3.013,2.53803,0.128239,0.128239,0.256576
3.0165,2.54093,0.124767,0.124767,0.249633
3.02,2.54387,0.121293,0.121293,0.242686
3.0235,2.54682,0.117818,0.117818,0.235736
3.027,2.54979,0.114342,0.114342,0.228783
3.0305,2.55272,0.110864,0.110864,0.221828
3.034,2.5557,0.107385,0.107385,0.21487
3.0375,2.55863,0.103905,0.103905,0.207909
3.041,2.56156,0.100423,0.100423,0.200946
3.0445,2.56447,0.0969402,0.0969402,0.19398
3.048,2.56744,0.0934561,0.0934561,0.187012
3.0515,2.57038,0.0899708,0.0899708,0.180041
3.055,2.57332,0.0864845,0.0864845,0.173069
3.0585,2.57628,0.0829971,0.0829971,0.166094
3.062,2.57923,0.0795086,0.0795086,0.159117
3.0655,2.58217,0.0760192,0.0760192,0.152138
3.069,2.58515,0.0725289,0.0725289,0.145158
3.0725,2.58809,0.0690377,0.0690377,0.138175
3.076,2.59106,0.0655456,0.0655456,0.131191
3.0795,2.59404,0.0620528,0.0620528,0.124205
3.083,2.59702,0.0585591,0.0585591,0.117218
3.0865,2.59998,0.0550648,0.0550648,0.110229
3.09,2.60297,0.0515698,0.0515698,0.103239
3.0935,2.60553,0.0480741,0.0480741,0.0962481
3.097,2.60741,0.0445779,0.0445779,0.0892557
3.1005,2.60931,0.0410811,0.0410811,0.0822621
3.104,2.61122,0.0375838,0.0375838,0.0752675
3.1075,2.61311,0.034086,0.034086,0.068272
3.111,2.61499,0.0305879,0.0305879,0.0612757
3.1145,2.61686,0.0270893,0.0270893,0.0542786
3.118,2.61875,0.0235905,0.0235905,0.0472809
3.1215,2.62065,0.0200913,0.0200913,0.0402826
3.125,2.62255,0.0165919,0.0165919,0.0332838
3.1285,2.62451,0.0130923,0.0130923,0.0262846
3.132,2.62644,0.00959251,0.00959251,0.019285
3.1355,2.62839,0.00609262,0.00609262,0.0122852
3.139,2.63031,0.00259265,0.00259265,0.0052853
3.1425,2.6322,-0.000907346,-0.000907346,-0.00171469
3.146,2.63412,-0.00440733,-0.00440733,-0.00871467
3.1495,2.63604,-0.00790726,-0.00790726,-0.0157145
3.153,2.63793,-0.0114071,-0.0114071,-0.0227142
3.1565,2.63982,-0.0149068,-0.0149068,-0.0297136
3.16,2.64171,-0.0184063,-0.0184063,-0.0367126
3.1635,2.64358,-0.0219056,-0.0219056,-0.0437112
3.167,2.64549,-0.0254046,-0.0254046,-0.0507093
3.1705,2.6474,-0.0289033,-0.0289033,-0.0577067
3.174,2.64932,-0.0324017,-0.0324017,-0.0647034
3.1775,2.65177,-0.0358996,-0.0358996,-0.0716993
3.181,2.65448,-0.0393971,-0.0393971,-0.0786944
3.1845,2.65723,-0.0428942,-0.0428942,-0.0856885
3.188,2.66004,-0.0463907,-0.0463907,-0.0926815
3.1915,2.66278,-0.0498866,-0.0498866,-0.0996734
3.195,2.6655,-0.053382,-0.053382,-0.106664
3.1985,2.66823,-0.0568766,-0.0568766,-0.113653
3.202,2.67099,-0.0603706,-0.0603706,-0.120641
3.2055,2.67372,-0.0638639,-0.0638639,-0.127628
3.209,2.67648,-0.0673563,-0.0673563,-0.134613
3.2125,2.67925,-0.0708479,-0.0708479,-0.141596
3.216,2.68195,-0.0743387,-0.0743387,-0.148578
3.2195,2.68466,-0.0778286,-0.0778286,-0.155557
3.223,2.68741,-0.0813175,-0.0813175,-0.162535
3.2265,2.69011,-0.0848054,-0.0848054,-0.169511
3.23,2.69291,-0.0882922,-0.0882922,-0.176485
3.2335,2.69564,-0.091778,-0.091778,-0.183456
3.237,2.6976,-0.0952627,-0.0952627,-0.190426
3.2405,2.69947,-0.0987462,-0.0987462,-0.197393
3.244,2.70134,-0.102228,-0.102228,-0.204357
3.2475,2.70319,-0.105709,-0.105709,-0.21132
3.251,2.70508,-0.109189,-0.109189,-0.218279
3.2545,2.70698,-0.112668,-0.112668,-0.225236
3.258,2.70886,-0.116145,-0.116145,-0.23219
3.2615,2.71073,-0.11962,-0.11962,-0.239141
3.265,2.71261,-0.123094,-0.123094,-0.246089
3.2685,2.7145,-0.126567,-0.126567,-0.253035
3.272,2.71636,-0.130038,-0.130038,-0.259977
3.2755,2.71821,-0.133508,-0.133508,-0.266916
3.279,2.7201,-0.136975,-0.136975,-0.273852
3.2825,2.72198,-0.140442,-0.140442,-0.280784
3.286,2.72401,-0.143906,-0.143906,-0.287713
3.2895,2.72606,-0.147369,-0.147369,-0.294638
3.293,2.72798,-0.15083,-0.15083,-0.30156
3.2965,2.72988,-0.154289,-0.154289,-0.308478
3.3,2.73197,-0.157746,-0.157746,-0.315393
3.3035,2.73493,-0.161201,-0.161201,-0.322303
3.307,2.73792,-0.164654,-0.164654,-0.32921
3.3105,2.74084,-0.168105,-0.168105,-0.336112
3.314,2.74378,-0.171555,-0.171555,-0.34301
3.3175,2.74679,-0.175002,-0.175002,-0.349905
3.321,2.74967,-0.178446,-0.178446,-0.356795
3.3245,2.75273,-0.181889,-0.181889,-0.36368
3.328,2.7559,-0.18533,-0.18533,-0.370561
3.3315,2.75796,-0.188768,-0.188768,-0.377438
3.335,2.75984,-0.192204,-0.192204,-0.38431
3.3385,2.76171,-0.195637,-0.195637,-0.391177
3.342,2.76363,-0.199069,-0.199069,-0.398039
3.3455,2.76555,-0.202497,-0.202497,-0.404897
3.349,2.76746,-0.205924,-0.205924,-0.411749
3.3525,2.76935,-0.209347,-0.209347,-0.418597
3.356,2.77129,-0.212768,-0.212768,-0.425439
3.3595,2.77321,-0.216187,-0.216187,-0.432276
3.363,2.7751,-0.219603,-0.219603,-0.439108
3.3665,2.777,-0.223016,-0.223016,-0.445935
3.37,2.77891,-0.226427,-0.226427,-0.452756
3.3735,2.78086,-0.229834,-0.229834,-0.459571
3.377,2.78295,-0.233239,-0.233239,-0.466381
3.3805,2.78486,-0.236641,-0.236641,-0.473185
3.384,2.78679,-0.24004,-0.24004,-0.479983
3.3875,2.7887,-0.243436,-0.243436,-0.486776
3.391,2.79062,-0.24683,-0.24683,-0.493562
3.3945,2.79255,-0.25022,-0.25022,-0.500343
3.398,2.79449,-0.253607,-0.253607,-0.507117
3.4015,2.79635,-0.256991,-0.256991,-0.513885
3.405,2.79827,-0.260372,-0.260372,-0.520647
3.4085,2.80016,-0.26375,-0.26375,-0.527403
3.412,2.80209,-0.267124,-0.267124,-0.534152
3.4155,2.804,-0.270495,-0.270495,-0.540894
3.419,2.8059,-0.273863,-0.273863,-0.54763
3.4225,2.80782,-0.277228,-0.277228,-0.554359
3.426,2.8097,-0.280589,-0.280589,-0.561081
3.4295,2.81155,-0.283946,-0.283946,-0.567797
3.433,2.81344,-0.287301,-0.287301,-0.574505
3.4365,2.81534,-0.290651,-0.290651,-0.581207
3.44,2.81725,-0.293998,-0.293998,-0.587901
3.4435,2.81914,-0.297342,-0.297342,-0.594588
3.447,2.82101,-0.300682,-0.300682,-0.601268
3.4505,2.82293,-0.304018,-0.304018,-0.607941
3.454,2.82541,-0.30735,-0.30735,-0.614606
3.4575,2.82809,-0.310679,-0.310679,-0.621263
3.461,2.83089,-0.314004,-0.314004,-0.627913
3.4645,2.83361,-0.317325,-0.317325,-0.634555
3.468,2.83628,-0.320642,-0.320642,-0.64119
3.4715,2.83895,-0.323955,-0.323955,-0.647816
3.475,2.84168,-0.327265,-0.327265,-0.654435
3.4785,2.84436,-0.33057,-0.33057,-0.661045
3.482,2.84704,-0.333871,-0.333871,-0.667648
3.4855,2.84995,-0.337168,-0.337168,-0.674242
3.489,2.85285,-0.340461,-0.340461,-0.680828
3.4925,2.85576,-0.34375,-0.34375,-0.687406
3.496,2.85871,-0.347035,-0.347035,-0.693975
3.4995,2.86163,-0.350315,-0.350315,-0.700536
3.503,2.86453,-0.353591,-0.353591,-0.707088
3.5065,2.86741,-0.356863,-0.356863,-0.713632
3.51,2.87034,-0.36013,-0.36013,-0.720167
3.5135,2.87322,-0.363393,-0.363393,-0.726693
3.517,2.87615,-0.366652,-0.366652,-0.73321
3.5205,2.879,-0.369906,-0.369906,-0.739718
3.524,2.88188,-0.373155,-0.373155,-0.746217
3.5275,2.88478,-0.3764,-0.3764,-0.752707
3.531,2.88771,-0.37964,-0.37964,-0.759188
3.5345,2.89063,-0.382876,-0.382876,-0.765659
3.538,2.89352,-0.386107,-0.386107,-0.772121
3.5415,2.89647,-0.389333,-0.389333,-0.778574
3.545,2.89931,-0.392554,-0.392554,-0.785017
3.5485,2.9022,-0.395771,-0.395771,-0.79145
3.552,2.90512,-0.398983,-0.398983,-0.797874
3.5555,2.90804,-0.40219,-0.40219,-0.804288
3.559,2.91097,-0.405392,-0.405392,-0.810692
3.5625,2.9139,-0.408589,-0.408589,-0.817086
3.566,2.91678,-0.411781,-0.411781,-0.82347
3.5695,2.91968,-0.414968,-0.414968,-0.829844
3.573,2.92261,-0.41815,-0.41815,-0.836208
3.5765,2.92548,-0.421326,-0.421326,-0.842562
3.58,2.92794,-0.424498,-0.424498,-0.848905
3.5835,2.92984,-0.427664,-0.427664,-0.855238
3.587,2.93173,-0.430826,-0.430826,-0.861561
3.5905,2.93365,-0.433981,-0.433981,-0.867873
3.594,2.93554,-0.437132,-0.437132,-0.874174
3.5975,2.93741,-0.440277,-0.440277,-0.880465
3.601,2.93931,-0.443417,-0.443417,-0.886744
3.6045,2.94122,-0.446551,-0.446551,-0.893013
3.608,2.94309,-0.44968,-0.44968,-0.899271
3.6115,2.94497,-0.452804,-0.452804,-0.905518
3.615,2.94695,-0.455922,-0.455922,-0.911754
3.6185,2.94881,-0.459034,-0.459034,-0.917979
3.622,2.95069,-0.46214,-0.46214,-0.924192
3.6255,2.95259,-0.465241,-0.465241,-0.930394
3.629,2.95449,-0.468337,-0.468337,-0.936585
3.6325,2.95636,-0.471426,-0.471426,-0.942764
3.636,2.9583,-0.47451,-0.47451,-0.948932
3.6395,2.96021,-0.477588,-0.477588,-0.955088
3.643,2.96206,-0.48066,-0.48066,-0.961233
3.6465,2.96392,-0.483726,-0.483726,-0.967365
3.65,2.96579,-0.486787,-0.486787,-0.973486
3.6535,2.9677,-0.489841,-0.489841,-0.979595
3.657,2.96958,-0.492889,-0.492889,-0.985692
3.6605,2.97144,-0.495932,-0.495932,-0.991776
3.664,2.97331,-0.498968,-0.498968,-0.997849
3.6675,2.97523,-0.501998,-0.501998,-1.00391
3.671,2.97709,-0.505022,-0.505022,-1.00996
3.6745,2.97897,-0.50804,-0.50804,-1.01599
3.678,2.98083,-0.511051,-0.511051,-1.02202
3.6815,2.98274,-0.514057,-0.514057,-1.02803
3.685,2.9846,-0.517056,-0.517056,-1.03403
3.6885,2.98646,-0.520048,-0.520048,-1.04001
3.692,2.98832,-0.523034,-0.523034,-1.04598
3.6955,2.9902,-0.526014,-0.526014,-1.05194
3.699,2.99208,-0.528988,-0.528988,-1.05789
3.7025,2.99393,-0.531955,-0.531955,-1.06382
3.706,2.99577,-0.534915,-0.534915,-1.06975
3.7095,2.99769,-0.537869,-0.537869,-1.07565
3.713,2.99954,-0.540816,-0.540816,-1.08155
3.7165,3.00141,-0.543757,-0.543757,-1.08743
3.72,3.00329,-0.546691,-0.546691,-1.0933
3.7235,3.0052,-0.549618,-0.549618,-1.09915
3.727,3.00705,-0.552539,-0.552539,-1.10499
3.7305,3.00891,-0.555453,-0.555453,-1.11082
3.734,3.01078,-0.55836,-0.55836,-1.11664
3.7375,3.01261,-0.56126,-0.56126,-1.12244
3.741,3.01445,-0.564153,-0.564153,-1.12822
3.7445,3.01624,-0.56704,-0.56704,-1.134
3.748,3.01805,-0.569919,-0.569919,-1.13976
3.7515,3.01968,-0.572792,-0.572792,-1.1455
3.755,3.02132,-0.575657,-0.575657,-1.15123
3.7585,3.02285,-0.578515,-0.578515,-1.15695
3.762,3.02438,-0.581367,-0.581367,-1.16265
3.7655,3.02594,-0.584211,-0.584211,-1.16834
3.769,3.02746,-0.587048,-0.587048,-1.17401
3.7725,3.02929,-0.589878,-0.589878,-1.17967
3.776,3.03083,-0.5927,-0.5927,-1.18532
3.7795,3.03239,-0.595516,-0.595516,-1.19095
3.783,3.03391,-0.598324,-0.598324,-1.19657
3.7865,3.03542,-0.601124,-0.601124,-1.20217
3.79,3.03684,-0.603918,-0.603918,-1.20776
3.7935,3.03828,-0.606704,-0.606704,-1.21333
3.797,3.0397,-0.609482,-0.609482,-1.21889
3.8005,3.04111,-0.612253,-0.612253,-1.22443
3.804,3.04258,-0.615017,-0.615017,-1.22995
3.8075,3.04402,-0.617773,-0.617773,-1.23547
3.811,3.04551,-0.620521,-0.620521,-1.24096
3.8145,3.04692,-0.623262,-0.623262,-1.24645
3.818,3.04835,-0.625995,-0.625995,-1.25191
3.8215,3.04986,-0.628721,-0.628721,-1.25736
3.825,3.05127,-0.631439,-0.631439,-1.2628
3.8285,3.05274,-0.634149,-0.634149,-1.26822
3.832,3.05454,-0.636851,-0.636851,-1.27363
3.8355,3.05596,-0.639546,-0.639546,-1.27901
3.839,3.05743,-0.642233,-0.642233,-1.28439
3.8425,3.05883,-0.644911,-0.644911,-1.28975
3.846,3.06024,-0.647582,-0.647582,-1.29509
3.8495,3.0617,-0.650245,-0.650245,-1.30041
3.853,3.06312,-0.6529,-0.6529,-1.30573
3.8565,3.06454,-0.655547,-0.655547,-1.31102
3.86,3.06599,-0.658186,-0.658186,-1.3163
3.8635,3.06741,-0.660817,-0.660817,-1.32156
3.867,3.06885,-0.66344,-0.66344,-1.32681
3.8705,3.0703,-0.666055,-0.666055,-1.33204
3.874,3.07171,-0.668662,-0.668662,-1.33725
3.8775,3.07317,-0.67126,-0.67126,-1.34245
3.881,3.0746,-0.67385,-0.67385,-1.34763
3.8845,3.07601,-0.676432,-0.676432,-1.35279
3.888,3.07748,-0.679006,-0.679006,-1.35794
3.8915,3.07891,-0.681571,-0.681571,-1.36307
3.895,3.08034,-0.684128,-0.684128,-1.36818
3.8985,3.0818,-0.686676,-0.686676,-1.37328
3.902,3.0832,-0.689217,-0.689217,-1.37836
3.9055,3.08466,-0.691748,-0.691748,-1.38342
3.909,3.08617,-0.694272,-0.694272,-1.38847
3.9125,3.08758,-0.696786,-0.696786,-1.3935
3.916,3.08903,-0.699293,-0.699293,-1.39851
3.9195,3.09045,-0.70179,-0.70179,-1.40351
3.923,3.09185,-0.704279,-0.704279,-1.40849
3.9265,3.0933,-0.70676,-0.70676,-1.41345
3.93,3.09543,-0.709231,-0.709231,-1.41839
3.9335,3.09762,-0.711694,-0.711694,-1.42332
3.937,3.09932,-0.714149,-0.714149,-1.42823
3.9405,3.10096,-0.716594,-0.716594,-1.43312
3.944,3.10279,-0.719031,-0.719031,-1.43799
3.9475,3.1043,-0.721459,-0.721459,-1.44285
3.951,3.10583,-0.723878,-0.723878,-1.44769
3.9545,3.10732,-0.726289,-0.726289,-1.45251
3.958,3.10877,-0.72869,-0.72869,-1.45731
3.9615,3.10948,-0.731083,-0.731083,-1.4621
3.965,3.1102,-0.733466,-0.733466,-1.46686
3.9685,3.1109,-0.735841,-0.735841,-1.47161
3.972,3.11158,-0.738206,-0.738206,-1.47634
3.9755,3.11231,-0.740563,-0.740563,-1.48106
3.979,3.11302,-0.74291,-0.74291,-1.48575
3.9825,3.1137,-0.745248,-0.745248,-1.49043
3.986,3.11439,-0.747578,-0.747578,-1.49509
3.9895,3.11507,-0.749898,-0.749898,-1.49973
3.993,3.11577,-0.752208,-0.752208,-1.50435
3.9965,3.11658,-0.75451,-0.75451,-1.50895
4,3.11735,-0.756802,-0.756802,-1.51354
